ID	HC_1	HC_10	HC_11	HC_12	HC_13	HC_2	HC_3	HC_4	HC_5	HC_6	HC_7	HC_8	HC_9	PTB_1	PTB_10	PTB_11	PTB_12	PTB_13	PTB_2	PTB_3	PTB_4	PTB_5	PTB_6	PTB_7	PTB_8	PTB_9	PTB_DM_1	PTB_DM_10	PTB_DM_11	PTB_DM_12	PTB_DM_13	PTB_DM_2	PTB_DM_3	PTB_DM_4	PTB_DM_5	PTB_DM_6	PTB_DM_7	PTB_DM_8	PTB_DM_9
Linoleic acid	21452.9	15728.66367	12642.70982	10712.82028	6046.904286	19428.21368	15433.4565	15963.65721	22800.42171	19631.29323	22530.86283	13473.53594	19256.18391	4222.346069	23235.61968	9362.586	21145.81628	23927.35404	3373.012867	8096.558952	18717.93157	18205.01016	26201.73812	24384.18807	26267.68315	18363.85244	2331.898182	55182.73854	20707.2395	52723.6577	9529.354769	16107.50373	18349.26272	9489.175636	9140.290905	30096.11346	23580.18816	10940.28619	34625.60172
Linoleic acid	474.6399129	917.6848235	596.642924	559.7220703	917.7456	963.2806396	889.9274597	630.2555237	719.6191406	885.872	1199.391286	818.68	1023.307846	1128.697143	850.9494	1054.0192	1099.065938	451.8284912	1510.57605	542.1283264	1056.094286	566.1024693	302.498	1050.349548	1290.986667	840.3149007	880.3017778	1369.822954	617.3898824	837.5946774	730.8468	842.4325	1000.00675	561.11363	1177.187	919.2307332	1144.612286	894.1512	629.7675781
1-Methyladenosine	3007.582857	3080.6575	3163.8252	3386.730136	3788.18887	3272.238933	4067.602	3791.785696	3233.866791	3053.806286	4367.892727	3488.49	3461.463857	3336.45135	3299.428	3972.145435	3038.242381	4416.1074	4106.4443	2949.785263	3674.870571	3726.41	3596.572773	3445.94025	3003.405333	3443.084333	3888.723311	4162.291	3885.596207	2299.653545	4807.85719	2937.06	3101.573412	3492.741	3837.9456	2828.01375	4122.872381	3886.527273	3239.4635
1-Methyladenosine	5273.394	4541.3344	3670.142125	3823.788	5257.318182	4991.366286	5995.27225	4393.461714	3432.348	3658.262444	2307.767143	5132.045917	5976.207	4008.35975	2019.7032	2403.019667	3707.518273	5681.339077	5493.43015	3562.993	4808.518808	4715.913789	6027.638737	3107.241	3311.299111	2803.009	6236.0964	5374.581333	6121.569375	2070.8688	5708.07	11971.16128	9278.659565	11019.89088	5339.008158	3388.200485	4070.142267	5287.083296	3020.141
Oleamide	56034.90573	51010.13291	58164.56435	57510.26814	71130.48682	61912.25387	57143.295	60940.36491	64492.65018	61665.73318	58289.72727	65993.50182	58481.39104	63623.28545	86114.68205	66486.58436	54471.13636	73004.96439	79504.13509	61655.64265	75160.43078	63311.84745	62281.22327	77929.305	90539.38091	62295.01909	69295.07582	83701.16413	63449.33087	77083.15431	57607.571	55835.85341	60449.23227	55801.64035	65872.14773	65556.54273	72036.87273	74194.38473	97681.73109
Dodemorph	1947.662222	10867.5	10975.38741	24666.87673	15572.2031	2622.477	4518.048182	2986.78875	3775.034842	7588.767545	12737.17273	11166.30171	7963.790182	2228.296571	14087.42955	19979.1675	14784.4494	19541.55067	2152.829381	2529.565556	1595.325375	1375.668	1036.314545	3913.191636	5990.648842	10694.79714	3249.6	12273.772	18543.3	11177.04864	28099.89514	3238.313273	2588.199	1063.995117	2299.956	11016.59743	3883.374	10897.49514	11300.089
trans-Vaccenic acid	105325.3429	96323.27918	57385.31455	195533.2355	151386.3258	95492.90905	107233.2661	161904.2596	171401.1215	83948.39727	117070.1882	174851.3185	93855.83809	118689.624	129646.8305	158228.741	74847.31276	192863.0216	59395.55491	151491.3515	138078.1207	71526.03545	85195.38	126735.5045	69484.55564	104193.1848	67109.42727	347164.2051	241514.598	167862.2181	210201.1482	118500.5321	108693.3698	83255.52286	182999.7298	122184.3905	40327.13782	223457.5605	147116.4282
Stearamide	18377.16032	18948.04664	17844.9934	12829.3125	27911.5235	26248.05517	27218.26991	26488.7436	27262.9	22031.8218	37214.5	18686.73996	24476.03196	27750.40168	24088.21224	44430.32816	12352.32758	26825.31658	34354.99452	40534.57038	34739.59467	30921.53715	31882.84895	12422.25625	24704.27842	67277.99635	23402.36326	23506.41758	22274.90325	19415.42288	30292.63989	24576.6038	25771.01313	19359.96586	22162.33895	21014.52774	18757.1752	57946.867	16842.02342
Stearamide	31473.86959	25624.0003	32802.36439	28263.19691	20994.67579	20109.17933	23849.85455	38735.324	32771.18515	17923.67945	23223.94	30135.84277	24306.58761	36811.00023	52668.65426	35912.71147	20594.04417	48565.95087	24465.39565	31291.20306	23628.75875	18786.39361	33730.76786	38180.256	40296.53541	28874.34333	14709.21132	43238.29609	33533.68794	36139.35709	30029.4	19455.21788	29954.04385	23527.68	27217.645	45699.28568	20381.32319	23646.01864	28470.61455
Stearamide	45525.35332	43072.54	48213.61823	44260.86314	48071.58109	47601.8505	40194.78417	48980.84557	47341.58968	48218.79975	45824.03332	67611.677	52139.72978	40958.91443	60432.37923	64436.51536	34181.65164	80080.56782	53786.07283	50572.79374	52985.92522	41849.5815	48301.85027	51264.54157	58783.43771	67751.57217	48874.70909	57531.08517	51135.52045	47033.48655	47716.76059	38851.32159	48384.0825	35621.19982	46318.88562	54709.53068	53939.08565	53901.86982	58930.10071
Stearamide	19120.77637	13160.5155	14156.16	13424.489	13583.43	14291.52133	12426.27168	10992.12126	11281.464	36032.82204	14200.075	14285.9913	14712.4395	11733.04636	22507.53267	13516.0188	15563.988	22833.5275	12794.16218	13452.61187	10907.29418	10535.88716	17495.17656	17568.53096	16541.36155	14717.18	11563.18539	13139.75536	12843.9402	10990.43	25926.45	18618.51173	12560.76417	14707.78913	10581.01667	15987.71939	16075.6896	14719.32	23329.27375
Biochanin A	4584.44195	5841.771429	1976.3418	1959.903	947.8233333	2232.02375	6438.607158	4903.805846	1656.632571	4600.614286	1241.536	10147.53727	1793.246	2614.508308	575.0078571	871.4528333	4962.487895	2020.908264	1259.393789	2513.801333	6236.444762	2407.873583	1505.929444	2060.148889	5305.617	1301.165091	1494.776462	7609.8794	2880.330955	1210.333846	3616.090576	1690.8625	1431.442	2648.271	2906.130273	7824.071	4048.291829	3019.308125	373.7733333
Biochanin A	1114.416476	1516.885357	915.4339048	1205.611412	1260.553333	1281.5718	709.652	1291.387783	1626.657783	1181.6361	1178.850182	1192.442714	1059.718154	1160.718364	923.7587368	1161.233333	1007.652571	1057.024	900.13465	920.2856	816.1214286	1300.231111	812.09	1313.690529	1129.973765	1516.146471	2247.075778	925.09	1258.356353	2886.800079	1683.860294	903.333	1150.957818	4364.286102	1205.754097	1221.603577	4188.123136	1121.184381	957.8975
Lynestrenol	17897.59664	3426.189407	1208.131389	7603.412189	1688.613813	20367.998	13737.64516	18751.40568	18103.12875	2671.739467	1484.33302	4477.00129	3386.47871	27748.15238	3244.0787	4427.195	3174.944138	2844.321739	33697.352	16572.81078	26808.53955	20107.70029	12710.8356	2382.558182	1941.981517	15422.37136	28522.7489	3174.047222	16234.11967	7315.292593	1653.367	14742.87159	18967.4576	17804.116	26998.08583	2634.978889	2244.682815	3278.509571	2191.1322
Lynestrenol	22279.8979	855.5048571	1098.593738	2830.894615	2573.294063	30994.77723	6549.919187	28672.74762	20646.51947	1103.743751	1202.046332	1344.953648	1258.32962	20503.83745	1386.932014	1298.520643	1132.468572	4099.499733	17786.03136	23748.69875	10734.55309	26382.96068	33553.466	1886.299683	1615.054587	1384.535312	25807.49023	3079.668621	5486.366842	1321.366493	5835.479368	43245.15571	27982.38655	24686.20141	11759.65094	1349.305115	1297.198598	3638.780303	1633.509262
Piperine	2728.456741	7381.815	14933.94422	8742.412842	3008.024143	29484.3325	35203.14953	7417.063548	56194.02656	76025.46697	761.8756573	947.2028078	24218.73422	14083.20755	5845.429333	5515.723158	2282.021222	2532.714565	109736.3244	7383.379407	6635.601	1406.0875	1860.2262	4481.900417	16566.836	5209.9747	1895.72125	1859.957033	436.6982	718.4531312	991.806115	1559.806435	861.0855455	3153.951	2250.042	835.2502261	3014.177143	945.714	1190.03625
Acylcarnitine 8:1	29978.998	28371.95631	70599.06	54837.70219	28804.46529	34683.11664	33381.77853	85829.2685	37162.646	45073.15987	55275.76973	32434.10235	16837.05957	56330.0472	43401.13269	27009.70659	20083.22824	38770.732	35112.95807	47245.89882	104218.8558	22734.45543	37476.59047	22979.90158	55569.197	20733.112	34109.89857	34273.38567	32502.015	32990.94375	46081.425	32748.42877	84927.604	60432.672	74223.711	46947.2145	113326.9019	23168.697	60825.4197
Octamethylpyrophosphoramide	1341.516	1702.7192	2300.625214	3277.5376	2763.6194	1177.138037	1447.008818	2476.506857	1570.228211	2816.048958	2086.722714	1408.854286	3038.653661	1777.5	2061.54664	1666.833474	1250.539905	3021.882182	1907.363238	2176.136842	3666.829091	1288.003304	2222.912571	1022.474894	1075.320804	1300.091949	746.3264	3903.356955	1592.962381	3644.043951	8774.930215	1631.29775	1124.87375	1993.696286	995.319	1652.324762	1099.436401	754.227	1539.679615
9-cis-Retinol	2208.2965	6204.494056	13055.42182	6382.8324	7741.4095	4613.381333	3697.547906	2792.244	4841.405333	5078.25	4384.109043	8410.816667	9369.50355	5980.818634	5012.7	10876.10256	5587.5285	6045.8328	1355.52	3413.333478	6966.899882	3813.0624	2333.080533	6091.982	3713.310393	11466.13325	3727.702611	8388.331053	4057.7196	7466.838	3955.154412	1990.27075	1944.86	3668.946864	4613.246667	1540.131945	2002.768	1580.97879	971.5794118
13-cis Retinol	29509.42548	9846.820071	13349.03143	20000.07133	20422.62981	32254.01577	17781.735	20157.64905	22565.3098	10290.56929	12020.38909	25184.99361	14476.58133	13495.47162	8218.013333	9867.665909	11675.0696	19973.34857	10631.35543	16034.13627	17265.77586	15328.84771	15494.69764	8654.112905	8761.067667	11026.93057	12635.6016	32545.695	21318.17007	13805.2761	16835.52619	19358.781	19985.83661	11762.41129	25373.12657	6732.544048	10197.27482	18467.18133	9300.1989
Octanoylcarnitine	16054.56642	31966.9584	29822.1	51263.52	47492.25353	22417.53108	26445.294	62078.6975	36343.65022	31548.13333	39859.8855	40289.1195	60162.00847	98019.89031	17505.89781	16959.25	5716.5785	153534.0842	6546.516053	64500.05976	35576.67663	15371.99909	22235.99067	51354.47465	6720.695412	9536.846	10145.91582	42806.05414	42095.96471	19339.744	244091.2615	47297.942	40833.2	15278.54826	56731.2449	17005.11063	35507.66931	18442.09243	14888.4544
all-trans-13,14-Dihydroretinol	3300.855556	3610.457812	2974.635286	4996.757143	3279.869792	4313.769333	6080.52096	4056.897679	2260.228636	3162.179529	12287.904	2280.207667	8691.71088	2352.027111	2460.3368	3007.510364	3261.908571	2337.281063	2721.5705	3562.245917	2653.233632	2860.083652	2062.35315	2545.556294	2931.2288	2101.383857	2194.431667	2327.475571	2617.096389	1404.12085	2260.120571	3020.781375	2686.751308	4212.730375	2361.207714	2437.070875	3939.256857	2358.015429	3319.235897
Ethylenediaminetetraacetic acid	4158.195276	2857.305043	2194.134348	3368.326091	3447.293478	4565.72816	2886.47112	4010.35312	2320.605	2003.1795	3250.339917	2501.617381	2421.067679	3373.335385	3234.6951	3390.443875	2361.723	3536.28	4253.206667	3107.82068	2982.483423	4015.668	5129.704656	2420.7095	2596.4655	3037.2628	6290.396615	6105.375091	5573.684881	2099.03232	2862.30512	3425.112	5018.89713	4171.794667	5160.08113	1402.168483	2279.63763	2959.448077	2038.360882
9,10-Epoxyoctadecenoic acid	77016.90434	71159.68414	80309.84054	54987.84103	132165.8094	50822.04647	110487.3131	57333.66674	48440.55812	121011.1897	142491.0056	46701.24594	91210.36235	109754.7551	33208.8061	15358.666	71896.04472	98962.63911	55254.31652	83595.15884	27567.89114	71737.23671	48701.44767	103574.5721	44522.99	20915.38076	72787.89309	36530.58699	35338.29197	25945.504	37135.58386	67022.94192	63727.31351	87249.59314	42552.22057	107511.4904	49215.54071	42262.82348	87491.45368
9,10-Epoxyoctadecenoic acid	69282.6067	12969.10256	49622.4393	13784.2312	23548.71767	29042.469	70921.75275	120127.0942	96880.32969	15304.16597	35916.87293	21319.498	15035.50125	102847.7324	154695.5327	32983.95496	10916.58089	163140.9415	94561.398	51526.27858	23378.35993	10140.4925	11141.30119	109470.8414	130835.2756	44022.1802	8175.172444	145389.3025	22098.615	162142.8253	16140.45326	17108.61397	16041.26667	22532.38437	10518.98167	126609.9717	31924.98745	26968.20864	169525.9975
Tridemorph	3733.641261	5855.247273	7772.894316	7510.36	12231.982	5110.425176	6368.524474	5931.748588	5862.236059	6575.534	9813.584	9551.909889	9006.972545	4384.430273	10805.312	8903.533	7175.633684	12386.78035	6269.416842	5350.335045	6377.70555	6202.528409	5594.348375	12704.02927	11298.66818	12357.12395	4481.700526	9339.769909	10191.54835	5900.160727	8788.118421	3880.331991	5594.710667	5163.861154	4488.400704	10016.6255	8882.0148	10326.82036	11194.97179
Acylcarnitine 9:1	2709.059708	4562.367895	7386.428824	2918.85	3755.504	5567.979243	4972.121467	3760.995	4097.751429	4964.333724	10023.32653	5729.7345	2086.137209	6786.027619	2906.174376	2154.3264	1295.636871	4184.821333	2081.160353	4212.675	5714.197636	3178.0082	2565.146526	7360.7184	2559.4005	2104.833875	3708.215	5064.165	3484.613733	4134.5326	4057.371429	2247.632471	5477.808	5514.752941	4168.487	2516.838576	4223.4872	5259.8973	4144.357522
Acylcarnitine 9:1	4612.438909	2916.977	3031.030095	4243.857333	4077.993412	2877.2012	4090.473333	5503.775862	2138.744118	3629.587465	9630.440545	3689.088	1470.973625	4902.1797	2723.609263	1747.326286	3939.931667	3461.96	2108.046938	3484.210304	4686.647617	2834.248317	2001.43125	2003.648524	1498.8996	1320.573	2745.2048	2784.047214	2419.22275	1362.508235	4866.2832	3987.763765	3640.003941	2903.195882	3592.9775	2854.245278	5382.610706	1453.562944	2871.8576
D-erythro-N-stearoylsphingosine	2620.62	13137.86155	15348.31391	37197.25992	20080.97618	3746.631529	5463.295316	4010.569889	3677.417053	9142.352143	21793.68696	15237.31623	11252.32267	2162.524929	18793.13514	24812.20841	20913.72706	28052.50629	3760.615636	2400.487586	1714.319652	2131.942902	1572.806	5973.140889	8199.07095	13051.21271	4902.426	14918.344	24439.83848	13045.3829	32945.97932	4008.250743	3547.398947	1647.563077	2696.245412	14102.48833	5457.219429	14647.56918	13272.70467
Acylcarnitine 9:0	5613.270267	9758.316	13835.38324	9449.014737	9400.924	11602.80924	6766.959158	8080.536875	9950.248	9704.510747	11463.68043	12603.12472	5920.164898	10776.81509	5779.349714	5643.841412	1793.654462	6292.261818	3725.561	7424.726667	9022.372125	6619.21665	8323.2	18620.98535	6589.738682	4990.284	8235.7275	14016.5694	11168.234	9172.471214	9520.720364	6275.662545	9829.442857	9653.950227	10775.04235	5555.314286	12534.55095	13201.60553	5726.773524
Acylcarnitine 9:0	2692.249625	9856.98375	2851.074356	6636.329249	3394.8138	2813.796	2671.379941	7859.424917	1898.082857	10209.52905	5974.6348	5993.399579	2362.586171	10317.11895	1956.227211	2264.696136	2431.428923	5820.035455	2849.2839	6375.147273	2772.55	4645.59025	3930.52275	2894.697143	2917.827828	2016.081118	1335.8964	3842.291933	1676.879294	1382.625	5915.300667	4532.484938	4908.93975	1858.378789	2746.338824	3882.844267	2748.5668	1912.529471	1875.7664
D-erythro-Sphinganine	113806.2553	202460.0436	142892.0863	157647.6548	194710.4596	11573.69167	10377.11	10853.48267	10295.66933	139682.2535	215209.1455	207997.2503	177377.4543	9417.810783	91556.242	159520.9309	190817.3144	179518.2394	12263.664	10356.3861	37670.47709	36560.97105	10830.6865	40200.92895	42299.4187	29033.831	37447.90036	138180.6225	136886.0334	100674.2758	179874.096	10503.64	37327.21624	11341.50565	17464.26238	30692.4156	49397.76015	56865.18432	39705.79034
cis-5,8,11,14,17-Eicosapentaenoic acid	25754.8005	21847.77152	6411.181714	25390.58413	17183.34461	20016.05925	21999.83347	28704.09542	17386.91541	32060.66564	9039.743273	41483.30286	20593.30643	13111.29581	12300.26819	24295.10955	14540.13236	12388.30691	9616.448903	14128.9776	14849.17867	12189.23083	10988.97028	5772.783565	8910.679273	5885.837045	21685.70444	18703.78745	12350.9247	8409.154	4920.811643	18383.0928	9213.422433	11865.2562	17654.7	20298.59818	14373.1163	19666.84945	6080.107871
cis-5,8,11,14-Eicosatetraenoic acid	238991.5505	95255.33324	105000.617	192313.3468	170342.1732	273060.3163	145717.4813	156680.2389	204129.7491	82276.494	108795.7338	195927.5935	123091.0212	113472.629	68059.00964	74003.10532	92101.98455	164052.0225	88437.02891	143567.3744	125740.881	146409.394	130862.3621	75843.61673	67223.78533	88731.27818	98135.16436	262546.4908	157246.5965	116024.5096	142693.1976	169766.0211	159798.9457	103319.4559	240661.1692	58809.75055	82733.29786	161863.6167	68901.252
Zolpidem	1160.504727	994.762	1259.6145	1082.558732	879.796	2284.634346	50468.79136	160450.7446	1204.507733	750.092	1252.99375	3119.292829	1611.119142	833.6625	98556.68683	2028.510132	330.792	4832.217	4178.822697	1161.67168	15437.93282	388.5093333	1255.197429	2998.795303	1290.285867	4132.648224	979.9618519	573.6189412	790.0947692	138040.8856	6249.010429	811.7267368	2148.188267	2022.103895	1812.215727	892.156	2542.115864	1075.8807	986.5883333
Acylcarnitine 10:2	5841.977333	9087.241778	7869.503909	11472.11486	7833.843643	6011.476133	7241.445714	13144.32073	6388.572833	9294.549333	13424.40533	7041.736615	6337.991625	12279.26982	5456.127818	2895.644	3925.472579	40966.93118	4884.064	8832.217059	11929.96324	4100.848889	5110.796511	4669.640438	3047.713684	4927.311529	4755.934167	11440.03782	6044.993625	4769.925824	74685.50482	6097.56105	15728.12382	10081.26935	10984.5723	9874.855421	10045.04264	8904.9238	8267.920941
Acylcarnitine 10:2	1983.597778	1909.669533	1107.656429	1830.397	1365.763	1657.7245	1422.036923	2497.530632	2034.85875	1304.053231	1424.0625	1651.446875	1498.557778	1260.133333	289.7249286	1176.3	1870.44	1080.098	1604.187692	1316.3164	2086.56	1627.478125	2114.52	111.5051357	225.2529994	140.6010917	764.3125	1910.532	959.5585714	800.357851	1633.692308	1335.15	2271.695	1799.449286	2147.553429	296.9966343	270.5180141	125.2981655	170.6080933
Acylcarnitine 10:1	37725.39524	65548.84484	75158.69273	98703.0924	94463.41289	59589.63945	89537.00749	138855.6645	84253.68241	97375.18716	145975.1036	93550.63555	85399.3504	133503.6553	40811.53314	28484.40964	20445.47273	244250.4084	26044.09116	100975.111	116324.9401	39737.37429	50446.98445	57887.42595	15322.0275	37215.3341	27393.63043	92637.50737	64844.928	35703.0292	422478.1009	76793.65645	146033.3599	81222.17386	114338.7515	40281.76815	88042.71	42519.0458	51382.93757
9,10-Dihydroxy-12Z-octadecenoic acid	8189.62037	8399.045926	4123.813474	5796.391111	8641.416857	4185.50484	5808.556	6818.344833	1864.937037	7542.907091	18801.64815	2807.908444	9298.405	4420.7348	2983.353345	623.954	7577.508222	5738.119655	1768.34504	3493.572138	3087.744969	3247.39875	2171.343733	5027.705586	1963.832727	1236.3134	5009.5365	1135.166667	1435.966	1631.895962	1506.160798	3982.05304	2802.291783	1497.864	3924.395077	16891.91676	6182.425033	2148.145391	6547.831844
Timolol	5993.75	6458.887826	6686.202414	6779.203087	6048.589273	6139.014783	6700.878069	6705.13344	6159.447273	7501.39487	6789.330167	6194.641375	4866.005	7837.243304	4674.422435	5957.595417	5170.176	4843.205714	6947.8124	6669.216	6827.625	5755.536696	5295.216111	6012.778821	5160.515522	5471.509818	9376.476364	5410.911895	5477.9055	5476.202217	4952.2502	5314.250583	6369.111	8904.817792	7710.909171	10607.44738	5911.247087	5317.474909	5708.273182
Exemestane	3715.088364	3506.097867	2831.265	4697.958571	3662.568	2245.925571	3541.716923	4475.191	4278.195562	4197.225714	2860.704	3194.270467	3153.7813	3672.315936	2827.394654	3970.652563	4639.194474	3812.081	4763.186	2075.071143	2900.438444	3263.5759	4647.215182	2150.418	2666.79825	2694.147368	4345.103077	4414.270714	3606.434941	2834.429389	16941.17617	2887.901231	3405.028429	4064.175818	3537.406	3561.1548	3412.9215	1898.822563	1697.859429
Cytidine monophosphate	7085.325	6160.991625	6546.519231	8759.7984	10280.25713	6824.376	8646.744389	6870.3265	8028.75	5309.232889	6219.895083	6149.764211	8886.607765	5547.221	1452.550909	1504.273714	8721.565125	6353.999474	5953.309333	5235.516	7186.314667	7585.701421	6602.612143	4628.11412	4448.3715	827.7044165	6407.024588	8072.5645	9507.525	3398.425435	4143.654375	3095.456	2840.9423	3924.4621	8062.044467	3767.845714	3477.712857	2864.578909	2340.661943
Citalopram	4302.811333	2279.540857	3296.642824	3243.717286	4415.18285	5046.587053	3065.334158	4209.859067	4663.0269	3244.082727	3655.187952	1788.663462	1886.378286	3256.734	1278.362182	2945.357475	1937.988	3375.339545	3892.244087	3442.23	7948.786091	4466.885821	3146	1840.992449	2393.977971	2313.044057	1860.626857	3326.709048	2069.653368	2297.595182	2785.597333	3559.46	4158.3785	5205.845053	2932.112444	4720.409712	2370.052869	1931.493361	2326.584685
Quinidine	20868.83556	12806.1975	10875.692	28660.38339	20849.59929	12624.32589	17007.6879	14996.60716	19186.09636	12367.46824	19054.8617	27114.36	18291.48949	16335.438	16431.936	20030.72286	11833.34853	26429.27368	9913.408105	22955.82859	20013.04911	12813.83843	10237.65981	13834.12947	6178.536	14425.62205	9935.80875	29342.73739	26002.29936	13457.21143	22960.239	10359.56	17618.1785	14565.33	38321.36811	18620.23091	10935.49968	25240.932	16000.54756
Kaurenic acid	36427.76182	4565.822667	2411.999753	6949.389955	4873.405385	40879.10724	16601.89473	33875.44533	44335.32262	2772.99726	2504.371955	2015.3081	2762.0604	45170.378	1797.105857	2029.636206	3650.659065	4528.135	46705.57192	51379.11677	60073.68432	62172.00677	42064.88	1757.058524	2083.185684	2470.747857	52691.23855	7390.437455	25230.57845	2622.077248	4533.320381	26687.0322	33746.88945	29213.45455	44239.25625	2858.68427	3265.352591	25199.1795	3795.357955
Bisoprolol	1484.749523	1477.166064	943.7603448	529.4735	1238.390261	1739.603667	1077.047217	1855.685208	958.1559457	1015.029474	1071.329143	1053.920727	772.2951429	950.5173333	4052.846908	844.1388125	1655.207414	1220.779	1194.532571	710.3542727	1263.383043	811.4055385	1622.907	612.9664953	1914.745944	791.7024189	1030.976471	1333.940125	638.3635714	969.1171429	2373.902018	1610.064767	1272.1036	869.13	758.8655714	822.4090576	828.017289	532.1245185	6742.970153
Bisoprolol	1595.241667	1003.991	1017.9	1177.666	1040.343	745.0251429	1105.764923	1776.16	933.6111429	1222.623467	1007.142714	1033.027929	865.46	1532.909143	3967.529968	842.24	969.4461333	1997.264873	1375.100067	2311.991571	1666.6705	1595.716333	2022.592	534.1102013	1514.699338	655.1743915	1253.529912	1584.64425	1252.97699	1027.605807	2217.55941	1151.501786	1954.643	1928.530207	1826.941621	643.9310303	590.5162332	404.6869392	6665.393296
Clozapine	2128.204398	855.789875	8514.65275	1189.9664	1472.877385	837.8665714	1316.012067	1176.008276	3242.541375	1103.247882	1150.891138	1843.907718	1721.3328	1643.505769	894.1509	997.2053182	971.8286111	996.9744	6781.2045	817.9435	2944.038222	957.3914286	1920.414	1013.351182	1384.037571	1740.632912	1729.826732	2154.433882	343.0546875	1155.0669	1778.621556	892.32	1432.772362	1388.652	1089.92	3431.756981	1341.136071	1150.3825	1056.729412
cis-5,8,11,14-Eicosatetraenoic acid	49063.3875	1177.823952	870.1828003	1591.238178	1159.393762	48033.60164	19257.01067	46215.49867	34471.47429	812.2510986	1430.039425	1657.469076	1139.988098	35073.58891	1392.920603	1097.288857	1149.796753	1152.969992	22939.41441	39629.80914	14607.906	34396.362	47302.6632	1059.708556	1563.012801	1388.641647	37939.73073	2193.151189	3455.626957	1248.505104	1454.166431	42212.4775	47122.24	29483.69176	22148.16267	1624.988764	1183.561911	1530.963426	1042.791807
cis-5,8,11,14-Eicosatetraenoic acid	70433.38931	6183.7995	2101.410445	9252.022909	3881.641	62462.14486	36219.94295	50590.70063	76679.27755	1421.125357	3064.562154	4266.550759	3416.156286	52077.73558	6333.7196	10248.584	2388.360727	4739.943	36751.69867	48916.28045	63635.452	63554.46682	64979.43455	3685.496222	2978.5572	16611.78695	98406.17914	15710.987	56956.94814	11107.95	7483.5423	34834.22345	52908.95145	32547.73773	78950.21727	3908.906182	4055.3945	42027.07067	4749.089091
Acylcarnitine 11:1	1331.334961	2639.172154	3031.091633	2150.888912	1887.1275	1931.127	3039.029484	2785.330963	2645.440148	3002.537548	5711.274667	2984.891445	1365.84	2305.674	2409.032959	1326.5716	952.7678146	3155.022375	1091.039967	1583.773931	1858.452444	1254.923429	1834.786148	3601.01595	844.451	1378.46995	1642.996706	2600.437128	1704.2166	2053.892143	2101.8305	895.4236	2098.072167	2963.908285	2157.046417	850.2065	2927.902115	3380.646564	1803.028182
Acylcarnitine 11:1	6842.853805	22269.58923	9894.679688	19311.98181	7438.098333	6787.3225	7383.372381	13450.29613	8915.62575	9259.459625	8980.308	13111.14556	4848.975409	13215.77533	5770.2842	6509.274778	2552.849	9006.100941	5038.745026	10736.939	10170.48686	12992.91369	12468.617	11379.007	12791.68364	8909.962	7559.331	7117.704217	11286.84143	5137.884	8606.169	5393.301714	13399.92	7429.5432	19467.747	14472.22852	18874.98315	7865.884625	6333.544286
Acylcarnitine 11:0	2098.467904	4671.0576	5242.569519	4292.309	2248.888667	4944.507619	4845.398769	4967.731143	5392.317	5259.726045	5673.103429	6598.237579	4372.006947	4458.755556	2987.589818	3213.568125	1355.046316	3536.918	1509.760375	3096.924683	4181.2325	3597.520492	3800.315083	11501.96985	4187.830286	2917.3176	3431.709286	4482.21475	3801.308105	4699.8588	4799.151	2785.080457	3214.530227	4263.49	4608.173	4053.40875	7067.7924	8465.809737	3301.371563
Acylcarnitine 11:0	3893.075192	4445.1625	5909.209069	7093.432625	4698.6028	4982.999	3160.643799	16842.67911	4097.691047	2806.289143	4566.891012	10437.93947	3132.021333	15025.93689	2511.344	2465.0894	1508.671952	8326.848	4434.291909	8912.655524	3499.123737	5841.72665	4179.155467	1526.930778	4446.235904	2485.42581	1663.679111	7851.561385	1466.088	4533.60765	6349.377067	6369.522	6843.012	2417.288533	4155.780538	5146.307859	2438.122182	3056.721053	2600.365833
Docosapentaenoic acid	23106.76444	13243.68	7247.597333	28136.35552	16605.297	16174.191	12327.00525	19871.67133	16327.94429	9672.385526	12362.5105	31960.31235	10203.98043	16341.65314	5648.413929	5888.895286	28319.97637	19196.92848	3684.145	26331.55659	12666.36178	8267.265391	9779.508	7568.461818	6967.263951	6415.6315	11706.11053	30548.56938	21255.34855	9918.765267	20748.87696	16227.44318	12629.03886	10269.97094	22823.25344	8426.751407	39306.15175	21562.10378	8126.046037
Docosapentaenoic acid	16951.182	7381.363333	6227.833043	14892.07107	16526.95223	8685.369	17584.55855	14394.52243	9314.790333	8166.717391	19499.58814	7702.533773	6733.02	10434.91532	10088.72609	5656.060273	8434.543742	11861.23962	10825.70522	10818.64772	9677.547409	16325.37273	13066.25287	8849.523391	9719.587043	7984.559217	9817.309524	7427.382571	5139.73925	3817.920857	15772.56968	16285.71333	12300.15782	23306.53818	12055.6175	11389.95444	9908.165036	12473.53093	12943.17545
Docosapentaenoic acid	7202.029238	6449.924727	6194.358	14771.36452	7824.4668	10359.731	4604.785611	7653.04975	9770.798869	6626.586158	9700.68275	10763.38522	7579.424519	8382.179375	4414.0704	4219.989	5774.221071	7675.565372	4078.350588	9352.390701	15133.42252	5065.70592	6991.656738	4420.7045	3599.982647	8044.162	5632.015949	16291.49762	11553.60135	6733.194563	7098.920428	6154.51819	7321.155187	4873.649667	10192.77429	6370.395176	3823.938984	5920.184182	6150.190866
