ID	HC_1	HC_10	HC_11	HC_12	HC_13	HC_2	HC_3	HC_4	HC_5	HC_6	HC_7	HC_8	HC_9	PTB_1	PTB_10	PTB_11	PTB_12	PTB_13	PTB_2	PTB_3	PTB_4	PTB_5	PTB_6	PTB_7	PTB_8	PTB_9	PTB_DM_1	PTB_DM_10	PTB_DM_11	PTB_DM_12	PTB_DM_13	PTB_DM_2	PTB_DM_3	PTB_DM_4	PTB_DM_5	PTB_DM_6	PTB_DM_7	PTB_DM_8	PTB_DM_9
Plasmenyl-PC 16:0; PC(P-14:0/2:0)	421418.9295	338349.6214	416983.284	872951.6293	564499.4328	447210.1644	312947.8678	445447.7627	487068.5035	539782.2027	536062.4773	372469.6031	715028.8365	341901.0101	257920.6425	222280.0313	480005.267	350932.7666	328383.3734	324619.9718	277578.9869	313318.2038	326713.571	642125.6258	652871.1884	346885.7034	590152.1047	276795.1727	232971.5841	179992.3261	95251.58939	379670.1885	144268.3736	295760.2795	524063.659	613779.6122	820493.8225	156173.8651	769187.999
LysoPC 16:1	2799.7584	3193.069917	2410.702105	3366.3277	3700.077333	2998.112118	2866.627667	3543.122462	2026.923	3707.960667	2944.624353	2305.347238	2140.746571	2372.227813	1304.399652	1936.529375	2812.293333	2465.21525	2424.555	2749.42	2703.203467	3125.455125	2445.813867	889.5832403	515.745	731.5731845	2369.625533	4643.636889	2132.873438	1672.773261	2358.71375	1979.983059	3383.44125	2136.6076	2576.592	1206.531169	1212.844563	549.5142161	670.2431396
LysoPC 16:0	14518130.93	16241121.19	14260723.73	19010879.36	21153603.44	17283351.69	12787861.77	15277520.19	15660344.35	14798737.33	19535901.25	20187309.48	20873647.79	14751288.61	14805536.85	11171828.4	16742221.27	14064309.46	12661949.37	13850564.4	12470104.07	18447686.68	15861872.86	14685062.48	14776615.65	14209428.04	14897106.46	16003068.11	11589490.61	13023178.46	10864916.01	19762591.07	14600011.55	12675575.28	18139941.78	16454596.87	15963065.32	13522875.54	21456102.89
LysoPE 20:3	22197.18413	14126.33679	13206.26138	20856.17573	18745.63431	19648.05527	15552.584	14221.46171	13517.09667	8449.862778	21216.36078	11278.93878	39717.777	14184.04229	7600.448571	7152.076	11890.33628	15870.60164	11195.46885	13422.08848	17065.5689	14987.19652	15830.30719	8878.491556	14528.87658	15253.07333	34835.73936	11588.90553	11314.53861	6099.488095	7307.833457	16479.09636	12853.34855	14327.05357	20203.3391	20367.15725	18728.768	4829.463909	9854.838
LysoPC 17:1	29417.57318	36470.50748	33086.00522	44731.6155	29027.70123	34570.13163	20370.03055	44022.60557	32460.854	54121.32	38291.099	53839.88035	35766.79667	22475.04429	26903.23309	29112.534	40370.32926	22206.70909	24638.49878	24215.13309	23213.03791	23122.64879	20338.06783	43378.67357	43322.16	19991.51091	25823.23322	25428.546	21272.55668	18011.18536	13555.33392	22204.25474	19931.13766	21154.45918	30433.17809	60362.33437	45131.59296	16598.13605	47050.66368
LysoPE 20:1	3451.800933	2970.308	3376.362667	2960.58	2873.87325	4374.797895	5466.3192	3911.392571	4636.731214	29199.05178	3935.57581	2512.511733	3536.154545	4672.847368	3644.187158	4284.339158	5307.015529	3440.237471	4265.652	4309.442	5479.312408	5555.27	3055.752	4252.097225	3487.150526	2193.115167	5562.507667	4245.102105	3847.462	2953.907429	3764.66	3363.5344	3509.77375	3976.523167	6135.501364	10835.95911	7238.549565	3713.289302	5673.298
Acylcarnitine 24:1	1350.986775	1620.870429	1414.1325	1348.984917	495.087375	1758.36173	643.7176	2329.4	991.6743571	2898.318571	891.1933333	2180.468525	756.401625	1133.482667	4426.803333	6022.172368	2496.004477	1331.3235	1639.869	900.6463636	1415.057246	1668.376831	2857.452	1720.006	1374.580125	1675.911	2414.808	2450.361692	613.7151429	2742.959688	1480.483429	1630.497143	1597.27775	1247.709375	2906.275385	2948.276	4034.419833	1874.488	2830.68075
LysoPC 18:3	118559.3867	92026.29497	113266.6148	162717.2225	177328.4481	148354.4382	156430.2835	166574.3333	81483.10202	148294.2537	164550.3479	101803.8115	247464.011	92715.75761	109803.2693	53409.36933	272162.8829	114294.3434	89866.80372	80036.14528	148415.9535	80602.03575	59357.06061	80099.294	98129.06436	74061.006	252890.8526	76145.59178	55563.09576	83482.64284	40613.46615	88601.08062	85191.11253	121723.0844	125613.9425	281270.7615	189366.9071	24458.09009	156276.9497
LysoPC 18:3	2369.416	1367.3205	1464.5484	3056.401611	1510.892444	2066.313	2005.170214	2672.987765	2116.644733	1985.149059	1855.4568	1642.383	1470.474	2523.818162	1663.295781	1521.860294	1447.262	2106.137778	2047.9685	2100.042349	1403.745067	1610.318769	2506.49708	871.6065862	1499.265963	1126.35637	1652.1525	3144.030289	1398.6115	1787.707332	2308.738374	1912.78255	2330.156833	2884.401165	2603.447167	1890.413789	1781.785012	1145.882113	622.8047345
LysoPC 18:2	146171.8604	141462.2177	154498.0725	86644.0665	131320.4576	145062.7288	137915.4443	166458.6778	138757.7437	171365.4911	223084.4893	133135.3963	144117.9277	139913.4168	138195.4943	99053.89936	191758.0293	12286.54225	110675.4512	119546.1452	145327.5384	119746.4382	122441.4659	65561.59613	138601.0468	106135.1431	134967.9711	120466.5318	11144.5945	110160.0983	84677.07682	106963.1997	130537.0736	144833.4645	128607.169	170417.4446	150973.2204	73757.99529	139607.5601
LysoPC 18:2	5434263.294	7255250.925	7667589	5954203.919	7308234.605	7923994.141	9674521.885	8819929.101	8085514.28	10334646.84	10368385.62	7734034.778	7658560.045	6977085.573	6256966.97	4491909.044	9627531.224	6146834.087	7312092.81	6068143.05	9843466.246	7922977.639	5176349.219	6564991.68	5998845.374	3725512.644	6257958.751	4897357.59	3856297.581	3789425.299	3649990.483	5386130.405	7052988.781	8293810.96	7343957.559	8605222.428	6029287.733	1786032.416	8480139.007
LysoPC 18:1	3344126.766	3469141.202	4397585.02	4283041.137	5384294.615	4034561.979	3688932.206	5120099.366	4655737.808	4296794.32	5093510.794	4695162.8	5571199.012	3663798.922	4369086.292	3049622.123	5043141.575	3721639.943	3165210.244	3078608.478	3840822.208	3575944.634	3675046.579	4451726.166	4781327.58	3003597.697	3746469.982	4576404.36	3254855.105	3151393.853	2439323.778	3509939.551	3045250.364	3507633.175	5829020.834	8407760.242	6010245.126	1813683.78	6976840.522
LysoPC 18:0	9277944.489	8212796.291	10079371.46	11520835.75	10559414.37	10933294.95	6241342.527	9081927.284	9422292.622	9350071.971	14386339.21	11274367.77	10662129.64	6919259.688	8177153.284	8508847.457	13861370.71	7292630.073	7726134.809	7019684.847	7456524.632	8431592.954	8456365.849	7998785.853	9594329.024	8283696.401	8389258.359	9020890.328	6713376.908	5981109.661	2675092.303	9291196.773	5833132.352	6510151.212	8752267.471	9843535.68	10166038.46	6599067.087	11139392.02
LysoPE 22:6	157108.0523	146357.7375	95469.10255	123311.9771	114492.2034	143833.9576	140786.3057	158285.9642	172289.7098	112364.7715	107489.9937	188233.4869	207619.23	124591.9003	138610.0512	195712.091	119525.7722	83665.25564	77428.75583	140403.2615	137307.6849	97811.494	159735.48	88382.57789	74385.70764	123598.5849	201621.8782	158375.1508	89924.796	92474.34744	75661.91722	101088.715	103475.7196	86269.2043	164666.0873	176765.628	134632.7765	104537.208	110984.6708
LysoPE 22:5	15327.52313	13037.922	9521.038636	21795.52083	19780.79114	11774.61391	13461.12068	14935.06922	11240.9952	10934.35241	9420.87648	16027.84687	29634.23165	12943.58375	13044.57717	11328.45382	9153.524348	17362.842	10867.29127	11701.82709	14937.27136	11889.55309	22089.98733	25285.00437	9452.032	15692.08648	27127.58326	14103.75327	10594.89391	8894.896217	8630.540455	13328.97559	12034.63696	12112.17723	19953.23518	36289.78041	23200.875	7575.950609	13204.802
LysoPE 22:4	9091.12125	4134.2346	7563.105558	15365.38145	13135.364	9928.667421	6108.389053	7822.532545	7442.415095	6006.742403	5136.496857	4842.819429	14410.07486	6700.926909	7661.217667	3026.236444	4738.444316	11792.949	5949.19113	8737.815	9867.43814	14309.703	8399.893116	4283.888727	5694.3875	8752.942925	11552.19062	5749.389643	7354.368	5343.726545	5593.0725	7476.126727	8263.9986	5499.89595	14005.14773	5913.365417	9563.627067	4081.779	10561.99309
LysoPC 19:1	12453.61841	8276.6016	15356.71585	14522.21696	9274.90719	14777.76412	7541.718182	15479.95736	11335.19187	17202.46659	18875.2965	21107.77317	14820.00713	8497.9077	9560.726588	13278.79655	16540.0381	6004.929684	12944.061	11677.62435	11522.38275	11872.59074	10658.667	20794.83725	15908.81583	10561.56654	12311.37316	12056.94386	10163.47005	10496.04947	10048.84807	8672.83576	4456.355	9742.480294	9067.509077	29571.75981	16338.11974	7151.953636	26636.58231
LysoPC 19:1	42568.18938	32393.56634	36592.67336	60566.64545	38533.77329	41670.81687	42409.83893	48351.91923	32099.22479	52979.87659	37435.93104	45867.45921	30504.03107	47455.602	14556.15931	31806.66852	45520.83103	39698.46393	42852.8109	37925.50897	39493.51339	40741.95086	30731.49052	5977.784928	7499.01351	3648.413272	54071.85964	48535.42052	33226.27393	25738.911	49818.19903	28994.78606	62286.30985	40500.25787	46036.84159	1451.52	5601.192735	3324.634132	7648.522831
PC 18:0; PC(4:0/14:0)	7186.814295	2643.67375	5716.191257	5291.629868	8537.997222	7796.844867	5550.401769	7761.891727	13687.59624	4514.727649	8663.322182	7198.333478	6876.078065	5444.475797	5628.16015	4120.733647	5101.868189	1102.46	10342.48264	9425.937938	2357.3615	3213.546261	15187.08336	12506.26818	10853.12521	5275.375223	2919.013636	8629.715525	7466.553333	5392.871	5339.738	6859.404235	5831.43	7133.048474	10281.81876	5851.593939	5954.752802	15475.0778	26065.30313
LysoPC 19:0	36188.32585	16076.42605	37262.46767	22253.05227	21910.2345	24629.906	12416.2532	37850.63485	17282.785	29348.5807	33867.71755	82225.03667	27978.80548	20437.54852	28215.92775	25468.61243	48585.26438	19079.98616	18337.86804	18471.93823	39364.35589	22622.93918	26012.77545	18503.78035	32449.01948	30772.17123	20972.88756	29562.48548	16973.22113	23917.66284	16389.5628	16865.87919	33565.02037	15046.8885	14925.84764	65319.35792	46753.84143	29919.28083	37695.36518
Acylcarnitine 26:1	464.2356051	359.4525	776.6851429	705.7843722	1685.48205	1301.309625	920.0329446	1213.799	1324.082	1618.960222	1023.543538	841.4358333	1653.2052	1103.141818	4322.32	9064.623316	972.831	1446.401036	714.8307692	1119.464	1272.3705	790.8655	1143.5718	881.1581936	1060.092	2246.313312	1686.22475	2925.463706	675.6615385	1992.04555	896.7685455	945.78042	1050.740923	884.9047895	1313.053579	3939.902882	3324.432381	1302.626231	2092.5775
LysoPC 20:5	64618.46637	175856.0955	73503.92596	158426.3673	141101.1288	75102.181	121822.3155	132329.6179	64415.22236	206706.7377	45436.95665	290557.4883	231457.1182	62358.01629	193920.5886	301424.8385	171934.1911	94491.43455	38291.7624	1608.642	100825.9128	44351.83425	53672.23884	46163.87474	82083.82	75337.71793	140720.8039	2958.562353	38183.29985	46288.50315	30707.89711	64175.2737	28809.01875	49470.83904	70337.5812	275863.7263	134307.8637	58349.18438	48978.33838
LysoPC 20:4	983096.099	1202522.091	1555795.945	2089581.968	1554854.719	1144732.918	725885.8397	1172797.41	1549296.753	921527.6523	763972.6045	1553839.8	1979332.455	1207217	927605.5413	1008178.685	1131080.239	1243714.161	794217.2865	1030888.144	1826217.651	1421011.549	1178592.881	1287910.555	1125519.387	1759454.363	1221592.953	1565132.34	796167.4925	1549675.965	752398.9838	989803.7585	781280.7056	860204.3327	1416434.195	974294.9545	1787699.035	1276489.269	1004482.66
LysoPC 20:3	53720.77623	94377.83214	77240.88702	101428.2114	82173.9138	67845.66078	38023.29374	67630.90514	90892.80909	55168.58676	49953.57605	88309.22362	102172.8752	69100.469	55413.01733	55800.6995	71683.43436	77321.28167	47031.19886	65498.04082	96588.54686	70597.00499	65771.7819	76566.9299	66687.35891	95790.1948	66095.56689	78888.59143	42141.505	86145.67625	41991.23823	56829.34545	47698.93481	45988.56048	75065.39082	58984.72923	94739.24809	63146.57505	57472.79405
LysoPC 20:3	285257.04	275491.8657	383375.4258	358991.9746	314517.8355	424149.6722	221600.288	211931.1017	217644.8827	167316.9363	267842.9455	174625.9795	572286.6006	181505.2735	169674.946	225056.7216	165418.4946	226637.213	161738.3878	166939.0557	261181.695	293625.8437	160715.8038	188547.8606	289917.8996	319162.8962	387980.0663	136287.1421	262315.2089	334002.33	91444.2165	230943.7436	136364.2634	233234.7037	313314.9166	214439.0668	186680.3254	72534.58925	161233.9232
LysoPC 20:2	95303.09227	91179.3381	118138.5836	103199.0809	132568.04	132111.6819	89098.37227	95986.91205	86020.7815	140574.606	211567.234	131895.7545	121221.3956	69427.80068	89169.67589	66532.27382	137095.7629	79561.60705	62830.67618	60247.93964	100055.2395	76362.83712	9599.625	108036.768	101569.9604	59958.87922	89960.69168	102214.0534	80035.22809	75604.39086	67648.24733	69211.65848	61996.11218	106431.782	93504.35102	171993.0331	84269.04774	47900.48835	117627.5577
Plasmenyl-PC 20:0; PC(P-14:0/6:0)	61279.73843	50978.6953	100662.0166	53647.20248	68029.9718	71427.096	46867.81	82413.03956	64774.86348	182026.9722	102279.06	102469.8211	75659.49391	54559.51278	108322.4107	120414.2575	85779.7183	56142.47965	82323.77104	73796.73652	56789.40522	58619.81609	73600.37957	97457.35435	104905.0387	60556.16509	56583.95281	128341.5163	76754.312	67904.2619	54528.52959	59750.88209	52311.02482	75697.00505	75239.56837	345020.8089	214263.6923	61088.12139	158474.295
LysoPC 20:0	7104.441455	7386.778179	6345.545636	7044.468321	8159.797333	19206.91349	10661.184	10703.14143	10498.57566	14425.66591	10191.474	12538.57733	11545.5984	13194.99825	6994.45628	8836.923292	8121.589556	5000.965864	7030.45	6782.361913	4464.192579	9839.1835	8511.707	9713.3477	8226.208522	5382.043444	3550.14	10685.72359	8604.256437	5731.103864	6119.957742	4935.408111	6528.885484	9249.740231	6331.409379	22323.27727	14579.83517	5595.2316	12888.04087
LysoPC 20:0	31681.10455	19749.53732	32869.26378	38678.11754	40557.02	34303.07222	27605.13489	33735.19707	25516.09615	42019.28123	52115.85488	55312.92153	41171.279	25475.3625	25018.94933	21515.248	48399.50538	28057.67271	26060.93462	23205.82485	41030.76411	28839.81581	24928.54269	20378.97429	37260.01884	30972.93467	19026.86462	30295.94089	27670.96614	25325.21185	15015.53523	22638.60632	28704.65274	25254.48497	25688.88966	101451.4704	37221.93648	20627.1875	44275.24923
LysoPC 20:0	6145.673596	4603.707334	6096.96798	5421.049136	8066.5722	6352.82273	6092.967384	5904.880667	4560.599857	7786.863345	7786.124111	9726.889345	7009.130424	4247.411133	5091.670355	4158.103516	8203.312193	4619.148462	3612.141909	4686.010864	6912.062967	5548.478249	4276.557607	3834.787964	5536.023519	7780.244742	6051.397455	4718.834147	4657.45575	5095.736633	4195.12779	4230.610621	4515.47596	3783.985728	3745.93368	13022.3088	7769.3495	4806.079816	8260.177655
LysoPC 22:6	385572.238	640494.1745	627437.4286	440928.1488	414022.4953	351993.2011	269478.4335	435510.0089	591919.1175	522116.9266	378434.8732	696509.4202	710037.1765	364962.2985	342816.645	514405.069	635629.0141	287853.6599	169919.456	311316.1132	420032.111	294934.6333	313089.2083	326743.4864	277241.2328	442887.1263	352635.5165	488945.8695	271916.1545	470455.789	242869.8385	221838.9586	234661.336	214617.5141	416006.9035	517489.6375	328472.0809	239020.3972	275640.3709
LysoPC 22:5	30814.89329	49553.79223	45211.68994	35524.76074	38187.64782	28978.46229	21605.93829	27706.34258	43781.08703	39710.51	27535.04804	50325.47986	60744.78602	31329.96	30580.40638	30777.64941	48190.89009	18558.70428	16544.25645	22959.76862	35432.07702	23979.53641	29077.35303	28269.68382	25040.80623	41396.73635	32009.51162	40435.54764	23628.96	37165.27009	20585.19674	16246.05211	23670.81213	17157.84571	35870.02111	32082.264	35408.69709	19398.75741	24158.81592
LysoPC 22:5	74478.59862	78594.79336	88158.43127	106140.7789	119022.2942	68135.54973	92022.724	74708.28655	75599.70926	64294.84682	50003.59875	82816.89382	181693.0478	57297.58145	61240.46672	60522.12327	69616.57082	90658.79345	32231.76409	49077.84636	93343.73796	54477.68522	60566.56779	69759.85436	73101.17292	84910.85191	71664.18365	79314.21145	56172.27914	76054.21235	46343.0975	47334.31304	40704.93783	51039.89059	93725.84	72104.21745	93508.80155	32999.72073	56038.424
LysoPC 22:4	37193.96132	29021.1859	47222.45943	73365.24862	72697.44182	35772.56781	22332.6425	31785.06495	35596.18182	33550.88267	31308.09943	30051.3147	88719.78667	30391.203	29443.33127	24886.23414	28138.70505	58286.88938	24243.9	25732	42584.58314	37701.58648	29084.5859	37669.91748	37264.90143	55665.8971	38928.35291	47596.52432	38465.049	44631.68564	26457.5475	28554.0419	32502.2025	30669.51103	52510.34533	21294.82581	36075.57948	20498.225	34655.79871
LysoPC 22:3	3777.975619	5170.864524	6665.931622	5523.357994	4524.930226	2674.325	4076.790667	4412.055913	2660.121333	4171.06278	6121.8	7398.72025	5101.799591	3394.82143	3860.813307	3400.506783	4131.121284	4421.678545	3403.908062	3808.719417	4022.917257	8328.43584	3247.840601	2654.39975	3203.696182	4980.5825	3427.020264	7476.665846	3630.198857	4639.559806	4508.126882	3538.9073	3597.247482	3214.5048	3484.454	5546.825289	3228.821636	3644.6592	3798.675097
LysoPC 22:1	7439.226512	4894.720071	7569.901667	7331.012294	8117.190033	6778.350065	6018.966871	8563.780606	10763.5236	37997.39547	13802.99522	8070.3525	8042.709563	8422.828903	16878.23463	28943.37804	9492.938892	8315.941647	11145.66923	10335.59753	8477.106618	10871.71556	9189.8105	8433.683243	5527.265714	7342.564865	9739.767852	8889.927333	8815.205581	7295.472973	4590.18	6836.257731	10117.642	6935.740571	9811.298368	24294.879	44426.57708	5570.398185	11733.14914
Biliverdin	3018.800909	47232.22691	59226.63548	40535.52218	33181.638	1334.3706	13491.42545	3914.1815	42019.50609	14113.70217	33505.41478	143891.3414	68011.853	36505.06696	3315.321429	5159.165565	7660.577	26793.16404	8845.177917	7509.476136	11027.70961	4816.8225	1585.54368	15597.52365	37802.19283	5228.03625	34648.6003	28537.53167	7891.405565	44914.68713	19388.59904	4637.852571	4452.4848	2239.108412	14991.848	8538.96075	20221.75983	5445.792	4294.834083
SM 26:2; SM(d14:1/12:1)	90569.0952	90603.25281	15660.59087	20141.24026	99168.78355	20514.3608	71017.9395	28216.12538	12234.906	20593.25694	148266.8502	18616.70674	27188.6641	23517.4464	11761.87105	6609.96875	12926.85726	27182.55221	15395.5613	20006.73421	13313.50495	26650.52212	15592.90375	65385.54408	28372.6236	16483.02897	7861.280895	13587.9348	8110.467389	8329.922737	50779.45394	16558.7438	9740.578824	12371.17167	19891.8347	98528.41736	14908.61795	13877.93811	20218.3771
PC 22:2; PC(2:0/20:2)	30295.23147	20983.44754	21181.00861	34852.67692	20848.83338	25801.29067	28261.50306	29471.84168	25413.47785	27897.5304	19927.90469	33360.62659	20646.34091	26558.83909	10615.669	20714.30939	28960.59651	20454.45928	28501.99714	24510.81547	28667.44822	28275.42803	22906.16368	1800.841962	2808.246162	3149.112891	30581.55126	28602.5661	19625.42994	18566.5993	30200.10056	15508.29139	37320.09817	23359.17352	32699.62503	3098.483754	2470.002348	2111.932428	1919.057706
SM 26:1; SM(d14:0/12:1)	67270.33064	66480.93592	39352.08744	32284.46167	44472.07496	66048.97102	24087.73159	31041.46268	15427.11644	40716.35593	57038.49074	21974.74601	72781.70416	43434.69498	19033.28996	16498.35722	29217.7352	36129.74571	25872.15455	35080.518	20100.5322	33391.04553	26423.18845	32531.46952	26827.24857	24762.79181	14886.74618	15659.98053	14264.331	9968.024971	28029.60364	61385.5497	18725.3	19715.10147	23194.69568	140623.5846	46065.06297	25769.24847	17227.78918
SM 26:0; SM(d14:0/12:0)	84534.97714	17551.41143	16832.19429	23227.68541	15283.64018	32289.89247	12281.97357	20226.68322	7682.625043	13510.91714	87716.11246	13994.84659	13966.34143	17044.56209	14116.06303	11286.32009	20502.64652	16070.38195	6374.076091	31025.1442	8741.156273	16058.02473	27511.14822	12328	22246.95807	16539.39227	9693.668727	9910.720864	5548.381364	5489.528108	10410.54668	16974.076	8738.389174	5017.3081	10527.311	22387.82078	14315.53567	13883.50261	12108.38682
LysoPC 24:4	4525.426719	2409.16004	3990.385455	6510.01829	4889.206667	7123.952364	2015.555889	2156.637882	4414.636945	4114.357192	4131.15887	3111.27375	4595.512789	4820.956667	2239.219952	2898.0112	4133.844294	3621.744826	5447.581741	3392.248535	5444.994813	3368.0625	3391.589722	1721.11275	1994.420895	4120.4247	3114.060703	5655.765926	3458.184077	3547.60213	1894.758318	3148.462472	5393.787	4008.319758	6856.795591	3008.836133	2185.4025	2759.384	2531.3335
PC 23:1; PC(2:0/21:1)	3630.007765	2774.285869	2240.521579	4290.61806	4463.502373	7043.170696	4544.043333	13083.46259	2970.584867	4426.005604	3219.521644	3961.471802	3141.493652	4646.888	2481.894875	3999.033451	2877.01836	3713.865575	2712.378591	4435.442721	3250.399412	5137.438172	7984.023667	1145.144231	2114.068996	1961.779	5139.064174	4013.156587	3416.342583	2681.79466	4150.891296	8860.723125	7062.3735	10136.87936	4083.334571	2339.22877	1919.607885	785.4398462	903.3236351
SM 28:4; SM(d14:3/14:1)	34395.45347	26602.33631	16567.06133	29743.2615	27809.21224	58199.46718	23610.57086	26428.1925	11980.0975	60894.58005	237362.1442	26566.89375	24556.19556	41013.12246	24216.97989	18009.00193	149681.0848	30014.12667	11397.89211	80894.83557	26881.69878	34720.24111	15373.74503	14943.08978	35739.51108	12736.00613	36089.89517	23735.51419	9143.224	8957.949364	11293.86371	15223.99526	86928.79117	20661.60884	15736.30484	26592.4092	37268.82997	11356.15704	48063.40076
SM 28:3; SM(d14:2/14:1)	179087.74	396376.4416	257969.5185	302987.1973	744782.2189	140103.4026	163609.4449	78583.37058	27979.88092	376442.0798	1650832.993	72187.225	374298.0091	118946.7311	212314.0565	16611.34741	208814.2145	276572.0921	44224.54288	324806.6443	37443.27833	141639.5488	76256.05838	164882.1606	40242.51222	22455.90221	63265.62919	39165.8379	45222.79755	20985.17814	42415.33025	64126.34583	126221.82	33414.81667	80138.68571	125562.9142	125136.1467	33843.23114	252426.3956
SM 28:3; SM(d14:2/14:1)	84484.1361	147320.9871	30067.68177	115710.9756	59738.882	19042.51232	42352.6635	40836.74258	17939.18282	156491.1267	158190.2023	28704.3075	68301.299	37599.74265	24660.38007	6606.982316	51963.352	44670.25694	18276.37358	32101.86672	22036.07363	27244.40456	11616.89274	88293.54438	21450.40329	18883.05196	21016.46756	38221.01125	11519.04742	34566.27114	20709.30925	25250.98735	70734.00415	23235.41333	27841.45318	111114.2857	97485.97338	14698.06895	28919.64686
SM 28:3; SM(d14:2/14:1)	19111.00464	25180.62388	12659.13949	51000.13823	54669.67252	19058.04252	26131.87462	21179.69763	11210.9649	37423.51875	108133.35	23267.42659	31271.12404	17909.93229	13082.85058	5463.706543	30787.965	29653.80167	11161.90383	17248.68444	14620.71667	13625.84827	4667.652918	11898.9325	14811.5592	10871.88197	14235.34966	10542.03866	8937.566602	11029.99533	7314.628567	13108.26438	24299.7125	20796.50683	33312.4272	13775.67167	21585.89326	5592.274286	22390.41262
SM 28:2; SM(d14:1/14:1)	41963.35913	197780.4403	42007.9823	206456.639	327637.3289	21399.23059	127591.9958	41805.959	70190.87324	163117.1068	117063.6801	31210.04542	53527.80675	29595.55639	22788.722	21976.89612	38138.11812	50415.144	22282.38986	31422.37	23410.656	90296.56603	12829.18125	129520.89	22298.98897	13382.79	13272.006	69400.84459	23138.77238	10083.87253	17123.4705	70283.09992	24905.64556	4685.994	29832.0375	63090.67822	51861.99593	53613.64009	25492.6727
SM 28:2; SM(d14:1/14:1)	587231.385	566018.5909	293889.0496	547089.5159	700709.2411	340049.1257	425173.2669	363489.5857	169407.9084	452883.2937	1249234.905	306631.8302	604819.8619	373388.9754	218271.806	92943.1475	469249.1735	462244.2871	128939.7489	338441.5375	134971.0204	320065.7533	184459.8073	530009.4208	172985.9133	177075.2025	194469.781	121828.5065	102083.206	68566.9725	83641.13793	273113.904	195527.2388	155051.9315	255421.625	948721.6125	318473.2485	168790.4549	357163.5341
SM 28:2; SM(d14:1/14:1)	195324.2664	201132.3357	112922.0985	140163.2358	257403.3615	111049.6309	132684.3444	129811.147	79441.726	167441.2177	318187.4871	107386.6244	89639.14414	93574.97186	65252.21129	32823.00309	162607.5679	147333.9794	19581.0444	141517.629	35413.5915	102211.7098	69639.27393	149140.5691	74065.05216	66237.66208	61377.62946	37953.35144	32853.96384	29080.18183	28657.89569	114286.82	70135.42855	54004.023	92883.67964	453504.1571	94040.19594	69526.56196	108568.1217
SM 28:2; SM(d14:1/14:1)	31015.80947	31091.38222	16106.16505	69576.31415	140971.6811	89351.03868	97569.806	114690.7523	29561.32467	96380.62697	64449.79644	15389.4033	30715.52824	88817.45585	59553.15689	20746.458	120721.7015	30298.5792	13255.99463	53696.96841	27489.25725	62803.66866	23848.15224	20280.7518	43825.04667	24648.47462	57402.84005	23161.06488	19714.58924	21086.54865	17030.34727	63814.92333	50444.81442	68142.45872	54128.985	185695.8153	42816.17887	7951.706182	22323.86594
SM 28:1; SM(d14:0/14:1)	47413.82981	55590.69971	34966.2376	49547.672	62983.1083	37004.12589	82551.08672	27487.22165	17033.92981	89004.96792	92696.19358	30734.11539	67076.2624	38326.0594	23325.75271	11753.844	90519.88269	48879.543	8156.80628	37226.09243	14371.83963	34304.63038	17512.60434	54477.24573	19584.29417	18752.78286	21693.1265	16423.98224	12324.31384	7405.602368	11323.96833	28133.41652	22087.42014	15423.84847	25866.78571	165134.0963	30292.4616	16420.55276	38338.43144
SM 28:1; SM(d14:0/14:1)	328804.0392	365038.5876	90667.461	291236.3577	138334.6973	309549.1034	243473.0843	327769.06	67612.41457	144038.9248	680655.4272	90715.944	137954.5761	297157.1211	149291.1523	56437.68857	262728.5354	114688.8634	193458.917	263905.9239	62676.69517	333386.0031	201318.815	158168.2975	85410.85082	207234.8519	227783.819	84729.48547	79193.05339	78552.2075	135887.9149	147428.1386	133264.3447	76385.922	83445.1426	788608.0144	89129.81079	98829.62807	119790.5825
SM 28:1; SM(d14:0/14:1)	19235.35381	10835.17231	5745.844039	8077.042417	26816.58455	10502.94816	8968.96	3368.771231	26467.81873	10767.31388	11027.35033	10206.64952	11544.54472	14895.61721	9541.51697	10622.8139	12818.9093	14968.0737	2883.297495	10800.3168	2713.096632	6458.133043	11334.54215	14715.21394	6130.0905	9053.603667	2446.349806	36721.58691	6153.060565	9552.542	13158.65	7979.833789	13868.99208	19246.49475	6873.3432	10438.15509	12505.56942	15353.94343	2965.487878
SM 28:1; SM(d14:0/14:1)	12503.19914	9937.739097	9646.241786	14191.18553	24436.32077	10888.02023	7089.10049	4023.59123	33260.5725	13762.43834	11276.06732	11158.86708	11353.11939	15012.67122	8008.44415	10105.77679	14716.68247	12842.40108	2267.831024	12197.167	2025.559002	8110.332581	16482.1372	13806.1052	8737.983484	9371.383029	2472.496457	41003.62067	7056.431429	13570.46239	13029.34871	11030.22171	14219.68897	17715.79438	6238.775742	6909.282665	14978.07829	11750.61931	3330.737
SM 29:3; SM(d14:2/15:1)	5679.286	7020.40536	3015.5372	9977.360696	5965.632019	15978.76418	30896.16257	10614.86104	25541.28397	7443.454647	9844.09318	6754.420353	4846.417831	8937.115238	22099.60349	22012.96869	15096.91671	4266.96237	11071.67952	5421.7374	8000.578353	4756.485609	6210.107143	31488.01342	26255.70944	17521.62838	9583.218258	26298.82428	37518.89341	10142.31214	5057.857777	10666.42733	11636.562	11143.52775	4215.736863	19405.43877	14138.68	17748.60194	6011.273654
